Элемент массива                Время в миллисекундах          Количество операций
1512179087                     500                            9                             
-1439385355                    901                            18                            
-1297570208                    400                            16                            
23639857                       700                            16                            
55706559                       600                            14                            
-115709663                     701                            13                            
1654207408                     600                            18                            
1003263474                     400                            9                             
1775656968                     1000                           13                            
813950964                      899                            20                            
1361995279                     901                            12                            
-729415497                     800                            16                            
2087968392                     1100                           15                            
-273813234                     800                            15                            
2122279981                     901                            10                            
-1077044220                    699                            15                            
-2137719014                    1400                           25                            
-1234651392                    1900                           25                            
-536173109                     1000                           21                            
1966429863                     1000                           16                            
-1497753456                    901                            18                            
-335374524                     701                            9                             
-1388217695                    500                            17                            
-59522879                      600                            16                            
-877042626                     801                            15                            
-946497171                     1000                           20                            
1153448833                     901                            17                            
2141536292                     700                            8                             
1760935359                     900                            16                            
-2007945826                    1099                           16                            
-1883213381                    1400                           25                            
1048294884                     1000                           14                            
-354739469                     700                            11                            
939318848                      700                            12                            
693518531                      899                            22                            
-1538627288                    1099                           18                            
475791430                      900                            19                            
1283975407                     900                            15                            
-990921199                     800                            16                            
325405504                      800                            20                            
1880847672                     499                            13                            
1648685748                     600                            18                            
1435984712                     500                            13                            
-1071126276                    800                            15                            
-794608360                     699                            18                            
-424653959                     900                            14                            
-1410793830                    800                            19                            
1449762107                     499                            12                            
1891522578                     800                            15                            
-2037222215                    1100                           24                            
-1514486422                    700                            20                            
-1838556990                    801                            18                            
1074532460                     800                            12                            
557309814                      799                            14                            
-2039321294                    400                            20                            
-73886898                      800                            13                            
509614092                      699                            18                            
-1332603536                    699                            17                            
-1407684954                    500                            26                            
1766603243                     600                            14                            
1590196797                     900                            17                            
1118159251                     800                            19                            
28956441                       600                            12                            
1488432774                     1100                           12                            
1499096498                     1100                           14                            
-1091810384                    1000                           15                            
1573604384                     1000                           20                            
-1517802303                    600                            15                            
-1384967478                    501                            18                            
-1450771600                    1701                           18                            
1631987060                     899                            15                            
1153181702                     901                            17                            
-315995627                     1399                           16                            
-2121476476                    899                            22                            
-2073902820                    800                            25                            
-524192034                     800                            18                            
-91730154                      600                            18                            
1184607777                     600                            12                            
1180792267                     700                            13                            
-403021949                     800                            15                            
-1343671478                    1299                           21                            
1734873003                     800                            16                            
285591430                      700                            13                            
-659662413                     1000                           20                            
185849193                      1000                           7                             
244255920                      600                            20                            
1417527945                     1200                           17                            
-2140890682                    700                            23                            
237703403                      1000                           16                            
-542634473                     901                            17                            
-676749205                     1600                           9                             
-34359037                      600                            18                            
-1224482355                    1000                           19                            
-1681643880                    899                            20                            
-1051321472                    999                            18                            
-1368191186                    700                            20                            
-1529642860                    1100                           16                            
1701550191                     899                            18                            
-1421994882                    499                            21                            
-1427140251                    600                            23                            
1641331345                     700                            20                            
98891                          701                            10                            
902721122                      2000                           19                            
412043819                      999                            16                            
1790184039                     1700                           17                            
679536524                      900                            15                            
1307657364                     901                            19                            
-1813266747                    1101                           16                            
1552299210                     800                            17                            
889554862                      3799                           14                            
1121181513                     600                            20                            
1411175876                     800                            19                            
-1811583607                    299                            15                            
1757821183                     800                            17                            
720177704                      1000                           20                            
-143453469                     1200                           17                            
-1441969971                    800                            17                            
-1303528808                    800                            13                            
331329839                      899                            17                            
209271826                      900                            17                            
-905053022                     1000                           21                            
-451268214                     700                            20                            
1496311768                     899                            12                            
1925364690                     699                            11                            
-743197001                     700                            14                            
1838859606                     1500                           14                            
-167854473                     1400                           16                            
1368216771                     1801                           16                            
-1987638687                    2200                           24                            
839258019                      899                            18                            
-110917147                     1200                           14                            
596769403                      900                            10                            
-149439771                     400                            18                            
-218410198                     1101                           9                             
-1006665374                    1000                           16                            
-792075368                     1099                           18                            
2056480246                     1200                           12                            
1737207284                     701                            20                            
-1697458505                    1000                           20                            
-307615464                     1400                           19                            
-71445892                      900                            16                            
1348975303                     1400                           17                            
1068018843                     1300                           15                            
2091484903                     900                            16                            
1566107542                     1000                           23                            
1489065437                     600                            12                            
-169767081                     499                            18                            
1342771641                     800                            19                            
-362377246                     1300                           15                            
1211660503                     1200                           20                            
-287681620                     1299                           16                            
-804129255                     600                            19                            
-1232139013                    701                            14                            
1931829745                     699                            13                            
-190349324                     900                            21                            
847746242                      1500                           19                            
-1264943293                    1000                           18                            
-1660847499                    901                            21                            
448504710                      1200                           18                            
1814990893                     2000                           18                            
-1080777247                    900                            14                            
1993584756                     901                            14                            
-1265549217                    501                            20                            
2050924395                     400                            12                            
1461590797                     600                            9                             
1352415156                     1099                           18                            
685189885                      800                            20                            
1218329140                     600                            16                            
1037996170                     700                            16                            
1946609124                     600                            21                            
-433552242                     1000                           13                            
2388543                        600                            8                             
641716340                      800                            17                            
1600822806                     901                            20                            
-1555582134                    1200                           20                            
252612051                      1000                           19                            
-841906629                     1000                           12                            
-577798291                     1800                           14                            
-1301938916                    1500                           21                            
-1164167267                    1000                           18                            
1060246511                     1101                           14                            
-669201643                     1101                           18                            
-344479609                     1000                           12                            
-2069997628                    1000                           23                            
-581371971                     699                            10                            
187348339                      1400                           9                             
388941767                      900                            14                            
-2014188998                    1000                           18                            
-1914468935                    800                            14                            
797152925                      1500                           15                            
-1053486538                    1000                           21                            
346121813                      699                            18                            
181205469                      1300                           12                            
971189772                      1400                           16                            
2128572401                     700                            11                            
217877405                      800                            17                            
-1828247983                    1899                           21                            
1463414160                     1100                           16                            
2115771323                     1400                           18                            
-1449154585                    1000                           16                            
-587644436                     1099                           11                            
-203063421                     1100                           20                            
822509345                      800                            23                            
-2006930782                    1299                           15                            
440310522                      1001                           14                            
1831795777                     1301                           17                            
597306589                      1800                           12                            
44669296                       1600                           14                            
-782814657                     1099                           21                            
-864910633                     1300                           14                            
481336703                      800                            17                            
1345141240                     700                            16                            
1553498684                     1400                           22                            
-782554887                     400                            20                            
537629257                      700                            13                            
-1671691014                    900                            23                            
-1915947344                    800                            21                            
-2015791559                    600                            18                            
1726497371                     1000                           16                            
-322128221                     800                            12                            
-1613440927                    1200                           18                            
237624950                      899                            17                            
-38423025                      1000                           18                            
372052002                      800                            17                            
-1685868261                    600                            16                            
446951314                      699                            17                            
441119910                      500                            15                            
1770299002                     600                            18                            
1059154936                     700                            13                            
1197614695                     701                            20                            
77588515                       700                            12                            
-1243833703                    1100                           16                            
1889973730                     800                            17                            
1717411578                     899                            10                            
1322654583                     600                            13                            
2147301034                     700                            5                             
775971414                      500                            22                            
-761785359                     699                            16                            
915191517                      1000                           14                            
1277291686                     500                            12                            
-1222780822                    900                            17                            
1034019138                     899                            17                            
592273031                      899                            16                            
-1182031311                    900                            24                            
1951058960                     900                            17                            
863043117                      800                            14                            
-225060998                     1101                           14                            
1190180259                     600                            22                            
-1365981284                    900                            18                            
72950379                       800                            10                            
-337865035                     700                            14                            
2117617764                     600                            13                            
-813610621                     699                            13                            
-180057433                     600                            14                            
-64184680                      700                            19                            
787438204                      700                            19                            
1080130149                     1400                           16                            
877662253                      1701                           15                            
198659716                      701                            17                            
1320913769                     600                            18                            
-1344487604                    800                            15                            
-1025210399                    901                            15                            
-1753151298                    901                            14                            
653825075                      900                            19                            
-602166218                     800                            14                            
697474161                      800                            20                            
179819160                      901                            11                            
334155454                      699                            19                            
-95348016                      2000                           19                            
-1399482418                    700                            24                            
-342797614                     300                            14                            
1170366046                     900                            11                            
2079811972                     701                            10                            
-583741481                     1000                           15                            
-1765813699                    600                            16                            
-2091922000                    1000                           22                            
-1829493067                    1099                           18                            
-1014846889                    901                            20                            
-530308447                     1101                           16                            
-888916569                     800                            17                            
1077193801                     1101                           11                            
-1603048399                    901                            15                            
1373409248                     800                            11                            
367280613                      2701                           20                            
-2139459737                    1000                           26                            
288704473                      1100                           15                            
1043283802                     1000                           16                            
1119266379                     1000                           18                            
-382334847                     3101                           20                            
2102812422                     700                            11                            
2008064403                     1200                           12                            
-215229997                     1300                           7                             
-1749272684                    1101                           19                            
2027727781                     800                            10                            
-395519469                     1300                           15                            
-1572459876                    1600                           22                            
403728558                      1100                           18                            
-1656814576                    901                            19                            
-1511702131                    1299                           23                            
-2144960698                    600                            24                            
36994224                       1000                           20                            
1064152703                     900                            12                            
-1373542845                    1101                           19                            
1288919423                     1499                           18                            
-1515857323                    600                            22                            
-116639810                     1500                           18                            
1378168488                     500                            11                            
-153817634                     899                            16                            
-1632892046                    1301                           14                            
-823820000                     1000                           16                            
1322517062                     500                            14                            
-1260755729                    900                            20                            
-1868731777                    800                            20                            
-1581368909                    701                            21                            
-1016914718                    599                            20                            
-2008442482                    700                            15                            
797090901                      700                            17                            
-935774540                     1500                           17                            
33255389                       1400                           14                            
47966328                       901                            17                            
-87420359                      1000                           20                            
600072005                      1100                           11                            
-1236421156                    900                            15                            
276817182                      1600                           18                            
-2042089448                    701                            21                            
-1631838371                    1500                           13                            
81894571                       2099                           10                            
-1042217028                    1200                           20                            
1859302164                     900                            12                            
-497117697                     4100                           13                            
789784926                      600                            21                            
1349757098                     1000                           17                            
1620575295                     1000                           16                            
-955845970                     700                            17                            
1900001977                     800                            12                            
334814450                      800                            18                            
791487397                      299                            17                            
-876825057                     1899                           19                            
1557548497                     699                            21                            
-130873310                     1000                           15                            
1986541455                     700                            18                            
-89535952                      501                            15                            
-451614478                     800                            17                            
1508718434                     1000                           11                            
-1614918650                    1700                           19                            
1908778265                     501                            12                            
-579383101                     800                            14                            
-2015061560                    500                            17                            
1312753302                     701                            17                            
825420768                      701                            20                            
1383689128                     500                            10                            
-1961055766                    1000                           20                            
-206482861                     600                            22                            
1722828818                     701                            19                            
579991399                      1200                           16                            
872144052                      1000                           16                            
-939505631                     501                            16                            
-1235983185                    1000                           15                            
-1536133875                    1000                           16                            
-1295521412                    2900                           19                            
693622575                      1000                           22                            
-1210562971                    800                            16                            
852717330                      699                            17                            
-2045378733                    600                            22                            
-213585469                     800                            24                            
875721473                      400                            13                            
-1006993989                    501                            15                            
712539038                      1000                           17                            
103105084                      800                            18                            
-2072470494                    800                            20                            
-2062963265                    501                            20                            
1765340644                     701                            18                            
-1301369771                    600                            18                            
-1608203985                    900                            18                            
-286642899                     1200                           14                            
830911720                      1100                           19                            
890707622                      800                            14                            
-113902454                     599                            12                            
1015964300                     600                            12                            
-1385242374                    1000                           23                            
-538347408                     800                            16                            
-1217105915                    499                            15                            
1077793347                     599                            10                            
1937049481                     800                            13                            
-501446759                     700                            14                            
1822622868                     800                            12                            
-1594919365                    1101                           22                            
-738737155                     1099                           19                            
659383029                      900                            16                            
551612740                      800                            17                            
-1073779774                    900                            13                            
-403267133                     901                            16                            
760128710                      1299                           17                            
-198689428                     600                            20                            
1157045170                     600                            20                            
579570601                      1000                           20                            
-2007873146                    800                            18                            
1458942497                     600                            13                            
1324171474                     500                            15                            
951802987                      800                            13                            
-1727252765                    1501                           20                            
-1946554642                    1501                           26                            
-210407301                     701                            23                            
-1855560564                    900                            23                            
-2050511094                    800                            23                            
914003396                      600                            18                            
1215105406                     800                            18                            
-2107967126                    800                            26                            
642397224                      1200                           21                            
-670711249                     500                            17                            
577613125                      501                            17                            
622420364                      701                            19                            
1459789869                     400                            12                            
1804156874                     1000                           11                            
-1014257865                    601                            19                            
-688278978                     600                            14                            
715879634                      600                            20                            
-1761463307                    700                            18                            
1602807393                     1100                           22                            
-1436978592                    901                            15                            
242460637                      899                            18                            
-15651132                      800                            14                            
-234132142                     1800                           9                             
1652561529                     700                            15                            
204566435                      2501                           18                            
470406970                      1600                           18                            
-487564219                     900                            17                            
-1756976622                    700                            21                            
-1940466738                    500                            20                            
-170613066                     699                            19                            
985856389                      800                            10                            
1904228929                     800                            15                            
-157809056                     600                            13                            
-2039715923                    700                            22                            
938564621                      699                            13                            
182834563                      701                            10                            
1085262071                     600                            11                            
1227385753                     800                            16                            
1389272174                     600                            7                             
-450743089                     800                            15                            
1320051282                     800                            19                            
-90198992                      500                            16                            
-1257459723                    1500                           19                            
-2134482457                    700                            25                            
872671251                      800                            17                            
-2130687015                    600                            25                            
-950644212                     899                            19                            
-810422544                     600                            21                            
540991686                      900                            13                            
-763745957                     501                            15                            
1330880480                     600                            15                            
-737242299                     499                            19                            
-1971027423                    500                            24                            
-569214249                     700                            13                            
535448132                      499                            18                            
245907847                      701                            17                            
56102797                       1300                           18                            
-1776180232                    700                            22                            
791970260                      800                            20                            
-1704457480                    500                            14                            
-1181016859                    901                            19                            
1377549160                     701                            9                             
-4718243                       600                            11                            
-1203149815                    1800                           18                            
-32982660                      600                            18                            
-1839762555                    800                            16                            
1327028860                     600                            16                            
-1266246096                    600                            24                            
-200685724                     500                            21                            
2072926804                     699                            14                            
1914300548                     800                            12                            
473082623                      600                            17                            
-1209990419                    600                            15                            
202155189                      600                            23                            
1450642853                     800                            12                            
792951922                      1299                           25                            
-451838356                     400                            20                            
2033580248                     900                            11                            
-582771127                     600                            12                            
-411986296                     701                            11                            
-322267587                     700                            13                            
1684532207                     900                            16                            
-700866879                     700                            10                            
898016788                      901                            18                            
